497,610,513,610,529,610,544,609,558,608,573,608,588,608,590,635,574,635,560,635,545,636,530,636,515,637,500,637,1
454,151,484,143,514,139,544,138,574,141,604,147,634,157,625,207,597,198,570,193,543,190,516,190,489,194,461,200,1
654,160,700,172,743,189,783,211,821,237,856,268,889,304,854,341,824,309,792,281,759,257,723,236,684,220,642,206,1
773,573,782,573,791,573,801,573,810,573,819,573,829,573,831,598,821,598,811,598,802,598,792,598,783,598,773,597,1
650,512,660,512,672,512,683,512,694,512,704,512,715,512,715,543,704,542,694,542,683,542,672,542,661,542,651,542,1
622,608,641,606,660,605,678,605,697,605,715,606,734,609,731,638,713,635,695,634,678,634,660,634,642,635,625,636,1
319,578,331,577,343,577,354,576,365,576,376,576,387,577,387,606,376,605,365,605,354,605,344,606,333,606,321,607,1
169,520,185,520,201,520,217,520,233,519,248,518,264,518,264,549,249,549,233,550,217,551,201,551,185,551,170,551,1
332,479,344,479,356,479,368,479,381,478,393,478,406,477,406,512,393,512,381,512,369,513,356,513,344,513,332,513,1
740,609,749,609,759,608,768,608,777,608,787,608,797,608,796,633,787,632,778,632,769,632,760,632,751,632,741,633,1
546,516,563,516,579,515,595,515,611,514,627,513,642,513,643,542,627,542,611,542,595,543,579,544,563,544,548,545,1
237,370,254,369,270,369,286,368,302,368,319,368,336,370,335,402,319,401,303,400,287,400,271,400,255,401,240,401,1
397,576,420,576,442,576,464,575,486,574,508,573,530,573,530,604,507,605,485,606,463,607,442,607,420,608,398,608,1
616,368,628,369,639,369,650,369,662,369,673,369,684,370,684,400,673,400,662,399,650,399,639,399,628,399,616,398,1
409,536,430,535,451,534,472,533,493,533,514,534,534,536,531,555,511,553,490,552,470,552,449,552,429,553,408,554,1
166,482,180,481,193,480,207,480,221,479,235,480,249,481,248,515,234,514,221,513,207,513,194,513,181,514,167,515,1
802,609,814,608,826,608,837,608,848,608,860,609,871,610,871,634,860,633,849,632,838,632,827,632,815,632,804,633,1
550,573,560,573,570,573,579,573,589,573,599,574,609,574,608,602,599,601,589,601,580,601,570,601,560,601,550,601,1
395,367,403,368,410,369,418,369,426,369,434,369,443,369,443,403,435,403,426,403,419,402,411,402,403,402,395,401,1
595,479,607,479,619,479,631,479,642,479,654,479,666,480,666,509,654,509,642,508,631,508,619,508,608,508,596,508,1
525,443,540,443,554,442,567,442,581,441,595,442,610,443,609,474,595,473,582,472,568,472,554,472,540,472,526,472,1
466,370,479,370,492,370,506,369,520,369,533,368,548,368,547,401,533,401,520,401,506,401,492,402,478,402,465,401,1
444,405,454,406,464,406,474,406,484,406,494,406,505,407,505,439,495,438,485,437,474,437,464,437,454,437,444,438,1
644,569,664,569,683,569,702,568,721,568,740,568,760,570,758,602,740,601,721,600,702,600,683,601,665,601,646,602,1
512,407,527,406,541,405,555,405,569,404,583,405,597,406,598,438,584,437,570,436,556,436,542,437,529,437,515,438,1
408,513,427,513,446,513,464,513,482,513,501,512,520,511,521,530,502,531,483,532,464,533,445,533,427,532,408,531,1
722,512,736,512,749,513,763,512,777,512,790,511,804,511,804,542,790,542,777,543,763,543,749,543,735,542,722,542,1
259,480,270,480,281,480,293,480,304,480,315,480,326,481,327,514,315,513,304,513,293,513,282,513,271,512,260,512,1
326,519,339,519,352,518,364,518,377,518,390,517,402,517,401,546,389,546,377,546,364,546,352,547,339,547,327,548,1
317,443,331,444,346,443,361,443,376,442,391,441,406,441,406,473,392,474,377,475,362,476,347,476,332,477,318,477,1
810,515,824,514,838,513,852,512,866,512,880,511,894,511,893,541,880,540,866,540,853,541,839,542,825,543,811,544,1
352,237,381,235,410,234,439,233,468,233,497,233,526,235,527,291,498,290,469,289,440,288,411,288,383,289,354,291,1
341,369,349,369,357,369,365,370,373,370,382,371,391,371,387,403,379,403,371,402,363,401,355,401,348,400,340,399,1
442,442,455,442,468,442,480,442,493,442,505,442,518,442,518,474,506,473,493,473,481,473,468,473,456,473,443,473,1
460,477,483,479,504,479,526,479,547,479,568,478,589,477,591,507,569,508,548,509,526,510,504,509,482,509,461,508,1
392,405,400,405,407,406,414,406,422,406,429,406,437,406,435,439,427,438,420,438,413,437,406,437,399,436,392,435,1
784,407,794,408,804,409,813,410,823,410,833,411,843,411,843,438,833,437,823,437,813,437,803,436,793,435,783,434,1
836,570,843,570,850,571,856,571,863,572,869,573,876,574,874,599,868,598,862,598,856,597,850,596,843,596,836,596,1
170,305,205,265,243,230,284,201,329,177,378,159,432,148,447,202,398,212,354,228,314,250,278,276,244,308,213,345,1
351,298,379,297,407,296,435,296,463,296,490,296,517,297,520,347,493,346,465,346,437,345,410,345,382,345,354,346,1
274,516,281,517,288,518,295,518,302,518,308,518,315,519,313,549,307,549,300,548,294,548,287,548,280,548,273,547,1
536,299,566,299,594,298,622,298,649,298,676,298,704,298,708,345,679,344,651,344,624,344,596,345,567,345,538,346,1
248,407,271,407,293,407,316,406,339,405,361,405,384,405,384,440,362,440,340,441,317,442,294,443,272,444,250,445,1
739,368,757,367,775,367,793,367,811,367,829,368,848,369,846,403,827,401,810,400,792,400,775,399,757,399,739,399,1
774,478,782,478,790,478,798,478,805,478,813,478,820,478,820,511,813,510,806,510,798,509,790,509,782,508,774,508,1
406,444,411,444,416,443,422,443,427,443,432,442,436,442,438,475,434,475,429,475,424,475,419,476,414,476,409,477,1
691,370,698,369,704,369,710,369,717,369,724,369,731,369,731,402,724,402,717,401,711,401,705,401,699,401,692,402,1
671,477,680,477,689,477,698,477,707,477,715,478,724,478,724,512,715,510,706,509,698,509,689,508,680,508,672,508,1
544,236,573,235,600,235,628,235,655,235,683,236,712,237,712,294,683,292,656,291,628,290,601,289,574,289,546,290,1
739,404,747,404,754,405,760,406,767,406,774,406,781,407,776,438,769,437,763,437,757,436,751,435,744,434,737,433,1
717,479,726,478,735,477,744,476,753,475,763,475,773,476,772,508,762,507,753,507,744,507,735,507,726,508,717,510,1
698,406,704,405,709,404,715,403,721,403,727,403,732,403,734,437,728,436,722,436,717,436,711,436,706,436,701,437,1
680,442,694,442,707,441,721,441,734,441,748,442,761,443,762,473,748,472,734,471,721,471,708,471,694,471,681,471,1
611,571,616,570,621,570,626,571,631,571,636,572,639,573,637,603,634,602,630,601,625,600,621,599,616,599,613,600,1
597,608,599,607,602,607,605,607,608,606,611,606,614,606,613,633,611,633,608,633,605,633,602,633,599,633,597,633,1
